text_display,video_source
"Oki lu salah tempat.. 
 Susah klo ngomong sm org yg sok pinter dan ada kepentingan sm keuntungan di bahasan itu,pasti dipotong omongan lu... 
 Yg satu gk ngerti bola tp mencari keuntungan...yg satu ngerti bola dan ada kepentingan dan keuntungan....",Youtube
"Jangan memperkeruh suasana om ded. Sebagai publik figur, dukung saja dan doakn yg terbaik buat timnas. Apapun alasannya tdk perlu di bahas lebar.",Youtube
3 orang ini ngomong timnas tapi nggak tau masalah timnas. Komen2nya lucu lucu,Youtube
obrolan yg tidak lah penting ketika nasi sudah menjadi bubur kali aja bubur nya enak ayo netijen jangam lupakan 300T,Youtube
"STY.. sudah banyak di Hati masyarakat... PSSI terlalu cepat ambil keputusan pemecatan... Menurut saya... Bagus ambil keputusan apabila mines lawan Australia... 
 PSSI takut kehilangan pemain... contoh elkan bagot... Mess dan eliano ngk main tadinya takutnya...!!!Jadi pak ketum tegas Melepas STY dari pada kehilangan pemain. 
 Thx STY❤",Youtube
Ini hanya peralihan isu coach sty hanya koraban ..biar kita gak terus bahas korupsi yg jmlhnya T itu ...hanya di bola yg bisa ngeruh itu😅😅😅,Youtube
Kpn bahas makan gratis yg gak enak?,Youtube
Kalo lu bertiga udah setuju tidak tepat di ganti . Ngapain debat om..yg ada lu unek unek doang...undang towel dong biar keren debat nya...,Youtube
Holland connection...😊,Youtube
karena kebnyakan pemain naturalisasi belanda di indonesia sehingga chemistrinya harus singkron dengan pelatih dari sono,Youtube
"Undang STY dong om deddy, biar jelas yang sebenarnya..",Youtube
"Knp hrs repot,kt cuma mndukung Demi merah putih harus stuju...",Youtube
Memang banyak yg belum mau gantikan STY,Youtube
Lebih ke eric tohir sih yg bawa indonesia ke babak k³ qualifikasi pildun asia sih,Youtube
"Tp kita melihat seseorang jg dr masa lalunya jg ,tinggal kita liat aza timnas lebih majuuuuu apa nakinnnnn mundurrrrr gitu aza,waktu yg akan mengujinya ,ok",Youtube
Bagus ganti pelatihhh dong,Youtube
Dengan hormat. Om ded undang erick tohir donk.😢😢😢,Youtube
"KALO NANTI TIMNAS GAGAL LOLOS PILDUN, NETIZEN BAKAL MARAH GAK YA? gara-gara ganti pelatih dan kimestri yg baru sbntar ke pemain... Tapi mudah2n si cocok sama yg skrg ini..",Youtube
Kekurangan pemain timnas jarang latihan bareng jadi agak susah mau masuk pildun,Youtube
beda kl sm komenan warga tiktok😭😭😭😭 disni waras waras kayaknya ga fomo2 kek org tiktok😂,Youtube
"Pada akhirnya semua akan mengatakan ""PSSI /ERICK tohir sudah benar memecat STY dan menunjuk PK sebagai pelatih timnas"" 
 Kita tunggu saja ya dek ya ...... 
 2x pertandingan aja timnas tanpa kekalahan bahkan sampe win mininal 1 laga aja ,auto semua membenarkan ET dan memuja PK .",Youtube
terserahlah atur aja yang penting ikut piala dunia,Youtube
Ada rahasia apa wktu piala Asia???? akhirnya pelatih nya itu akhirnya,Youtube
Yang lebih tau pak ET,Youtube
Lebih tau dari ruang ganti emg gacor warga indo,Youtube
KiiPOP BERMUNCULAN😅,Youtube
"Lu betul bang
 Mslhnya kmrn mereka dpt chemistry yg full atau tidak antar pemain n pelatih 1:49",Youtube
"ada yang masuk dalam jebakan exco"" bajingan 😂😂 satu lagi ada musuh dalem selimut yaitu pak arya 👏👏",Youtube
"Seharus nya gak di ganti lach ke cuali pitaran3 kualifikasi udh selesai baru ganti ini di pecat dan out ini kata apa tidak ada lagi pilihan kata yg tepat sty punya matamatika gak sama dengan org2 yg sok pintar padahal 0,0 jugak",Youtube
sip,Youtube
"Kalo nggak ada yg berani ngomong, berarti ini mafia dong.",Youtube
"Intinya STY dpt target dr PSSI buat lolos piala dunia dn membawa indonesia ke peringkat 100 Dunia, makanya STY nyari pemain scara instan yg bagus dr Luar Negeri. Beda cerita kalau PSSI targetnya mencetak pemain berkualitas dr dalam negri / lokal",Youtube
Undang STY sih,Youtube
Saya rasa cmn buat pengalihan 300t yg di korupsi dan hukuman tidak setimpal.spya di lupakan tentang keruptor 300t.masyarakat tdak bahas itu lgi,Youtube
lah bukannya di konoha memang yang jujur dan berprestasi yang ditebas?,Youtube
Om ded undang Tohir Toriq apa alsanya PSSI pecat sty,Youtube
"Harusnya kluifret jangan pulang..tapi stai di indonesia,,untuk pantau liga satu...pemain mana ajah di liga 1 yang layak masuk timnas , se sampik ke dua asistenya meneliti dan menganalisis kekuatan lawan.",Youtube
"Apkh dsni ada netizen yg komen,penyepong sty,atau pndkung sty g trm dpcat,sno prgi kkorea..",Youtube
"belajar move on,barang siapa cinta berat dgn shinentayong,bareng ikut shientayong di korea selatan,setiap masa ada waktu nya dan setiap waktu ada masa nya berakhir,tidak mungkin shientayong selama lama nya tinggal di INDONESIA,kecuali dia mau mencabut status nya sebagai warga korea selatan",Youtube
"Gw gak mau bahas pemecatan ini dll. 
 Tapi, yang sangat susah adalah membangun komunikasi dgn berbagai pihak dan sty sudah membuktikan prestasi dan artinya komunikasi BAIK. Inilah organisasi dgn berbagai perangkat di dalamnya...",Youtube
Ber 4 om karena saya juga gak setuju😢,Youtube
Undang pak ET...,Youtube
"Tepat dipecat, krn jangan2 malah hilang mimpi kita lolos pidun.",Youtube
Gila..komenan gua soal CAPRES 2029 didelete oleh Admin... jadi beneran yah tebakan gua...,Youtube
"Sebenarnya ini Msalah apa sih yang harus di ttup dengan Msalah STY dan PK, mungkin akan ada masalah yg akan tertutup dengan Msalah ini, 🤔🤫
 Saya becanda tapi becanda itu kadang😂😂",Youtube
"Jangan banyak ngomong ayo didorong Marhali , TOWER, daftar kan untuk menjadi pendamping Petrik",Youtube
Sty harusnya di jadikan asisten pelatih aja karna sty yang tau pemain awalnya seperti apa,Youtube
panggil cocah Justin lagi dong,Youtube
"saya rasa ulah KNVB, mrk jengkel sbb ulah STY bnyk gen' muda blanda bisa abis...dan juga khawatir tim orange bisa gagal klo ktmu timnas, jngn smpe jadi korban sprti jerman ,itali KO dan juga platih top pada lengser dari jabatannya akibat STY...TQ STY...sehat dan succes selalu..",Youtube
"Federasi merasa rugi karna hukuman pinalti, harus bayar denda 😂😂",Youtube
Untung yang di undang ga el plin plan,Youtube
"Ini pendapat saya yang dhoif. Indonesia sejak dulu sudah ganti puluhan pelatih lokal dan impor, hasilnya.....
 Ternyata bukan itu masalah pokok persepakbolaan Indonesia nhn.",Youtube
"Gw gak setuju statement oki Rengga dan Valentino jebret nih , move on bro jangan bikin gadu , yang lalu biarlah berlalu",Youtube
"sya g ngerti bola,yg pasti,sin bakal pod disini g shh....",Youtube
Dari hancur ga punya harga diri dan jadi sesuatu tp orang tulus di buat salah... Karma itu nyata dan tim nas HANCUR... untuk ET ... 😂😂😂😂😂,Youtube
"Seandainya towel jadi pelatih kepala aja ,timnas tetep saya dukung.",Youtube
Pengalihan isu ni om det. Ingat ada kasus merugikan bangsa 300 T😢,Youtube
"anak nya STY. merasakan apa yg saya rasakan. Saya kira hanya berlaku pada orang indo yang telah berusaha untuk mengharumkan nama indonesia. Tp orang asing pun merasakannya. Bagaimana indo bisa berkembang jika jasa"" yang mengharumkan nama indo tidak dihargai sampai saat ini. Sudah pernah terjadi dan coba di up pas Acra om DC, di hitam putih tentang bagaimana menghargai para atlet yang mengharumkan nama negara.",Youtube
"Saya diposisi bung bertiga, sama !!!",Youtube
"Penjelasan jebret lebih bijak dan netral,, oki terlalu barbar kliatan banget tidak sukanya sty dipecat🤣",Youtube
"Pengumuman...... 
 In Sya Allah Bayu nanti ada 20 kosan di dkat kmpus ugm yogyakarta di tmpt tmpt yg strategis",Youtube
DATANGKAN JOSE MORINHO AJA BANG,Youtube
Sty out adalah pengalihan isu korupsi 300t,Youtube
"Walau om ded ini nyebelin klo ngomong kpop dsbnya tapi kata"" nya bnr mungkin terkesan ga sopan tapi kenyataannya bener seperti itu dan gue setuju. Buat podcast kali ini gue juga sangat setuju dgn pendapat"" nya thnks om. Dan buat sty thnks juga udh ngelatih timnas dan jgn sakit hati ya karna banyak yang dukung coach kok",Youtube
Klo alasan komunikasi sama pemain keknya setahun 2tahun juga udah kelar sty wkkkkk,Youtube
"Nga ada ujan nga ada angin STY di pecat , alasa yg sebenar hanya tukang bajaj yg tahu",Youtube
Undang towel om,Youtube
"Mau tanya kenapa bukan dari awal mengontrak pelatihan petrik dan platih strategi dan profer analis..,ya?? Indonesia Uda mulai naik,,,baru tiba2 muncul😅😅😅😮",Youtube
"BANNED TOWELLLLLLL, ARYA DLL",Youtube
"selamat tinggal piala dunia, terlalu banyak mafia2 bola yang ga ingin KING INDO masuk piala dunia :D",Youtube
Ketika toel di towel,Youtube
Saya setujuuuuu...dengan dengan bang valent 😎👍,Youtube
saya rasa kalau kita ambil pemain naturalusasi terus..pasti akan dilarang belanda..apalagi mau piala dunia...untuk berdamai dengan itu..saya rasa ambil pelatih dari belanda adalah saat yang tepat secara politis...,Youtube
Bener kata-kata nopek novian....kalau erik tohir itu.....,Youtube
Dinamika mafia bos ku,Youtube
"Aku setuju sama bg oki,fedrasi harus tanggung jawab jika indonesia gagal masuk pildun",Youtube
Mending ganti wapres,Youtube
Undang erik tohirna langsung dong biar jelas,Youtube
Ingat donk Chelsea juara Champions pertama kali dg d Mateo pelatih karteker saja tu...,Youtube
Lebih baik kehilangan STY dari pada pak ET.ngekor buzet dah,Youtube
Sebetulnya ketua PSSI itu Erick Thohir apa bung towel si,Youtube
sty tanpaa ericc bisa apa😭😭🤣,Youtube
Ooo Anda pikir hebat yaa maki maki anak kecil sambil telanjang dada. Lagian gak semua setuju dengan makan siang gratis ini. Saya salah satu yang tidak setuju dengan program itu. Tapi kami dicekoki dengan makanan itu. Semua tau makanan itu masih jauh dari standar bro. Pe'a Luuuu,Youtube
Banyak yg lebih cinta sama mantan pelatih daripada timnasnya,Youtube
rengga,Youtube
"Podcast cari aman sama netizen...,nggak mau dibully",Youtube
"Klo dtiktok udh dbilang fomo + ternak STY ini, ama penonton layar kaca 🤣😂",Youtube
kalau saya pribadi mengamati setiap pelatih mana ada sih mantan striker sukses jadi pelatih terkecuali inzagi di klub inter milan yang lain siapa kalau ada,Youtube
"Menurut saya dalam penggantian Sin Tae Yong ini ada masalah komunikasi. Hindari selalu menyalahkan Sin mengenai Komunikasi. Di semua lini kita punya masalah komunikasi. Pemberhentian Sin seharusnya juga dengan komunikasi dengan baik. Pemberentian sebelum kontrak berakhir tak cukup hanya surat--komunikasi dan Mutual Agreement (MA),",Youtube
Kalian cinta timnas apa sty😂,Youtube
"Klo aku mikirnya, krn udh banyak yg ketar ketir dengan kemajuan timnas di bawah pelatihan sty, intinya gk mau liat timnas Indonesia semakin menggaung",Youtube
Di rezim ini jadi buzz ni om 😂,Youtube
"Nonton lagi 2025 ,,",Youtube
Pemikiran saya mau pengalihan isu berita OCCRP 🤔,Youtube
Ok ded 4 sehat 5 _1😂😂,Youtube
masing2 punya asumsi....mendingan podcast ma pk erick aj pakdhe,Youtube
Oham.....😴😴,Youtube
Apakah pemain diaspora mau ketika sty melatih timnas indonesia tanpa adanya pak erik thohir sebagai ketua pssi.??,Youtube
Yo pake AI aja kalo penerjemahnya gk sinkron.. 😂😂😂,Youtube
Coba sdr tunjuk orang tukang protes itu yg jadi pelatih. Mungkin langsung jadi juara dunia. Ha ha ha. Dari belakang tapi.,Youtube
Aku pikir sih gara2 semua pemainnya orang Eropa (Belanda) yg notabene berbahasa Inggris dan Belanda shg mrk (pemain) ingin pelatih dari Belanda.,Youtube
"lama lama podcast deddy g jadi edukasi,, jdi hasut,, demi adsense dan endorse",Youtube
"Maaf klo sy MH simpel 
 Selama ketum y pa Erik..
 Mo siapapun pelatih y...
 Saya percaya...d situ pasti ad kejutan wat yg g setuju SM Coach sty d coret d timnas maaf jangn terlalu berlebihan takut y di balik semua rencana pa Erik berhasil nanti anda jg yg malu...wat pa Erik teruskan pa selama ketum y BP..sy pribadi Ats nma..pecinta❤timnas...saya percaya
 Selama d era BP.lh timnas bisa sampai sekarang...
 Wat Om deat terima kasih
 Sehat selalu..
 Salam ke bang..Pras teguh❤❤",Youtube
Intinya PSSI sudah kena hasutan towel,Youtube
GLORRY GLORRY MANN UNITED GLORRY GLORRY MANN UNITED,Youtube
23:30 😅😂,Youtube
Oki cari aman,Youtube
"STY harus bertanggung jawab atas kalah vs cina dgn mencadangkan pemain inti, adakah keterlibatan mafia",Youtube
Liat aj setelah ganti pelatih timnas gagal lagi gw mls liat timnas lagi,Youtube
"06:46
 Mustinya juga ditelisik :
 Knpa sampai Netizen tsb melontarkan ide, agar Oom Deddy melaporkan ke Presiden.",Youtube
"""50 Years of Magic"" Om Ded nyulap dari umur 1? 😂 salah kyknya Om",Youtube
Setelah ini entah akan seperti apa lagi pssi kalo sampe gk keturutan masuk pildun 😅,Youtube
Federasi gak bisa nitip pemainnya wkwk,Youtube
Towel anj,Youtube
Bobo amat ..saya pasrahkan ke pak tohir ..loss,Youtube
Semua setuju kok sama towel,Youtube
Pov : konsep saru sudah punah.,Youtube
cuma pengalihan isu orang terkurup 😂,Youtube
"Jadi teringat ketika beliau mengganti rumput JIS, endingnya bikin ngakak. Sekarang beliau mengganti pelatih, kira2 gmn endingnya ya? 😜",Youtube
Sudahlah pak sty masih banyak negara yg mau mengontrak anda,Youtube
"Jebret lihat faktanya nova di tv 
 Nusantara",Youtube
"Pelatih baru...
 Pemain yg jarang menit bermain di club' tak di panggil/berat masuk tim
 Coba konsisten gak omongannya.... karena pemain yg di luar negri byk yg cadangan termasuk lino...",Youtube
"Simak komentar coach Laksamana terakhir, agar kalian lbh paham, mksd ETh....",Youtube
2 points or zero points for 4 matches left!!!,Youtube
Jgn omon² saja. Ikuti prosesnya positf lah. Banyak handuk handuk,Youtube
38:00 kenapa ada suara kentut di sini?,Youtube
Bener ga si kompensasinya belum dibayarkan,Youtube
KareNa pengalihan isuuu.. biasa itu mahh😂 lagulama kaset kusut,Youtube
"Guardiola, xabi alonso juga dulu ngga ada pengalaman sebelum ngelatih tim utama. Jadi yakin aja",Youtube
"Guardiola, xabi alonso juga dulu ngga ada pengalaman sebelum ngelatih tim utama. Jadi yakin aja",Youtube
"Itu semua tanyakan ke TEWEL dan soalnya yg ngotot', mafia bola,.",Youtube
"Kasih los aja bahasanya jangan di tutup tutupin 
 Gak adil dong kalau kroninya ngomong d tvone membuat narasi yg pulgar😂",Youtube
Masalah sty naik > kasus 271t turun > pengalihan isu??,Youtube
"Time bomb... Maybe plan dari ketum .. kenapa Kluivert, dan kenapa kontraknya cuma 2 tahun adalah.... Mungkin, mungkin intinya dia adalah umpan dari alat pancing, untuk memancing para pemain grade a inceran"" ketum... mungkin itu. Pa Erick punya ambisi tinggi tentang grade A. Untuk jangka panjang. Tapi seharusnya bombnya. Kenapa harus Kluivert, minimal ada Van Bronckhorst dll. Mungkin kekuatan Kluivert soal nego menego mungkin hebat. Pa Erick dan kluivert kan sudah berkenalan lama. Pa Erick sebelum ke politik kan pebisnis. Di bidang sepakbola ~ justopini",Youtube
Pertanyaan pelatih mau ngga orang Patrick doang yg dateng wkwk,Youtube
"Sepakat dgn 3 org ini yg gak setuju pergantian pelatih
 Ada konspirasi dibalik pergantian pelatih 
 Sepertinya malah takut kalau Garuda lolos ke pildun ada pihak2 yg dia anggap menggunakan kesuksesan ini utk kepentingan politik",Youtube
"Om,ded
 Coba undang ustad Muhammad nuruddin,Lc,Ma
 Beliau cendikiawan muslim jurusan filsafat yang kemarin viral debat sama guru gembul
 Keilmuan nya luar biasa
 Dan sangat logis 
 Yang setuju coba like
 Terimakasih kasih om.🙏",Youtube
"@kuchJUSTIN kuch gak setuju ni kuch, kuch kuch ho ta hai",Youtube
"pelatih digaji suporter?
 timming ya.",Youtube
Jadi 5-1 kumaha?,Youtube
Ada apa dengan pssi ??,Youtube
Tau bola gak bahas bola😅😅😅,Youtube
"Gw nggak banyak tau tentang proses di Timnas, gw cuma bisa mendukung, apalagi yang mimping Kang Erick Thohir yang sangat mengusai banyak hal dalam Uruan sepak bola di Federasi, karena sekarang sepak bola bukan cuma olah raga tapi industri hiburan. Saya dan lingkungan saya sebenarnya banyak tersakiti oleh Erik Thohir Sebagai Mentri BUMN tapi Untuk Sepak Bola Saya tegaskan. Saya mendukung mu Kang Erick, Ingat bagai mana dulu Pak Soeratin tahun 1930-40 sepak bola sebagai alat perjuangan dan identitas bangsa juga Raden Mas Maladi taun 1952 adalah orang yang berjasa mendaftarkan PSSI sebagai anggota FIFA
 
 Wiryono dan Gub. Abah ALi Sadikin juga taun 60 sampai 81 memperjuangakan infrastruktur dan pembibitan usia muda
 
 waktu itu Jepang Sama China masih belajar nyiram Air Besar selepas BAB, Zaman galatama pak Suryadi dan pak Amar bagai mana Liga jadi profesional.Paling sedih zaman Nurdin Halid (2003–2015): Djohar Arifin Husin, La Nyalla Mattalitti, Pak Nurdin emang agak laen waktu itu terjerat kasus dan masih bisa Mimpin PSSI itupun tetep gw dukung. Ini dualisme yang menyedihkan, sedih se sedihnya, gimana tidak AS Roma waktu itu Team kesayangan gw main Di GBK karena PSSI kena hukuman akhirnya AS ROMA VS Team Cadangannya waktu itu pertengkaran Demokrat dan Golkar mempengaruhi sepak bola Indonesia ke arah Dualisme. Nah Pak Edi , Iwan Bule ada keputusan2 baiknya dari mereka, iwan bule menghadapi masalah besar karena kasus Malang itu jadi kasus kerusuhan yang membuat Team liga2 di eropa mengheningkan cipta dan memakai ban kapten Duka . 
 
 Saya coba menikmati semuanya, melihat alunan Indonesia Raya menggema membuat gw begitu bangganya. - Walau belum pernah nonton langsung. heu",Youtube
Hati2 buser bahaya.,Youtube
"PSSI rusaknya parah, hanya RI-1 yg bisa memperbaikinya...Jaga & selamatkan ketua PSSI Erick Thohir ❤❤❤",Youtube
"kalo Kluivert ngasih intruksi pake bahasa Belanda marceng sama rido kasian njir, asing di negeri sendiri😂",Youtube
"Kalo Harus Memilih Mending Milih Erik Tohir Yg di Pertahankan Jadi Ketum PSSI atau Milih STY yg di Pertahankan Sebagai Pelatih Timnas.???
 
 Kalo Aku Pribadi Lebih Memilih Erik Tohir yg Di Pertahankan jadi Ketum PSSI sh...",Youtube
